in:Angle,in:North_shade_depth,in:East_shade_depth,in:South_shade_depth,in:West_shade_depth,in:shade_count,out:cooling load intensity,out:heating load intensity,img
25,.1,.4,.4,.1,4,41.690861546,4.672737453,Angle25_North_shade_depth.1_East_shade_depth.4_South_shade_depth.4_West_shade_depth.1_shade_count4.png
45,.1,.4,.4,.1,4,41.491715191,4.706211123,Angle45_North_shade_depth.1_East_shade_depth.4_South_shade_depth.4_West_shade_depth.1_shade_count4.png
65,.1,.4,.4,.1,4,41.540784912,4.70972511,Angle65_North_shade_depth.1_East_shade_depth.4_South_shade_depth.4_West_shade_depth.1_shade_count4.png
0,.2,.4,.4,.1,4,42.253860944,4.539932547,Angle0_North_shade_depth.2_East_shade_depth.4_South_shade_depth.4_West_shade_depth.1_shade_count4.png
25,.2,.4,.4,.1,4,41.595748713,4.678840125,Angle25_North_shade_depth.2_East_shade_depth.4_South_shade_depth.4_West_shade_depth.1_shade_count4.png
45,.2,.4,.4,.1,4,41.370872499,4.714779674,Angle45_North_shade_depth.2_East_shade_depth.4_South_shade_depth.4_West_shade_depth.1_shade_count4.png
65,.2,.4,.4,.1,4,41.400383695,4.719868625,Angle65_North_shade_depth.2_East_shade_depth.4_South_shade_depth.4_West_shade_depth.1_shade_count4.png
0,.3,.4,.4,.1,4,42.218520744,4.541767484,Angle0_North_shade_depth.3_East_shade_depth.4_South_shade_depth.4_West_shade_depth.1_shade_count4.png
25,.3,.4,.4,.1,4,41.528497489,4.684093111,Angle25_North_shade_depth.3_East_shade_depth.4_South_shade_depth.4_West_shade_depth.1_shade_count4.png
45,.3,.4,.4,.1,4,41.286930687,4.722156558,Angle45_North_shade_depth.3_East_shade_depth.4_South_shade_depth.4_West_shade_depth.1_shade_count4.png
65,.3,.4,.4,.1,4,41.305963824,4.728560522,Angle65_North_shade_depth.3_East_shade_depth.4_South_shade_depth.4_West_shade_depth.1_shade_count4.png
0,.4,.4,.4,.1,4,42.190172056,4.543337282,Angle0_North_shade_depth.4_East_shade_depth.4_South_shade_depth.4_West_shade_depth.1_shade_count4.png
25,.4,.4,.4,.1,4,41.478834223,4.688509494,Angle25_North_shade_depth.4_East_shade_depth.4_South_shade_depth.4_West_shade_depth.1_shade_count4.png
45,.4,.4,.4,.1,4,41.245143299,4.72622611,Angle45_North_shade_depth.4_East_shade_depth.4_South_shade_depth.4_West_shade_depth.1_shade_count4.png
65,.4,.4,.4,.1,4,41.294943572,4.729086601,Angle65_North_shade_depth.4_East_shade_depth.4_South_shade_depth.4_West_shade_depth.1_shade_count4.png
0,.1,.1,.1,.2,4,43.054881193,4.209853244,Angle0_North_shade_depth.1_East_shade_depth.1_South_shade_depth.1_West_shade_depth.2_shade_count4.png
25,.1,.1,.1,.2,4,42.39902849,4.311466594,Angle25_North_shade_depth.1_East_shade_depth.1_South_shade_depth.1_West_shade_depth.2_shade_count4.png
45,.1,.1,.1,.2,4,42.176171692,4.355892685,Angle45_North_shade_depth.1_East_shade_depth.1_South_shade_depth.1_West_shade_depth.2_shade_count4.png
65,.1,.1,.1,.2,4,42.283248571,4.3575669,Angle65_North_shade_depth.1_East_shade_depth.1_South_shade_depth.1_West_shade_depth.2_shade_count4.png
0,.2,.1,.1,.2,4,42.998150455,4.212032989,Angle0_North_shade_depth.2_East_shade_depth.1_South_shade_depth.1_West_shade_depth.2_shade_count4.png
25,.2,.1,.1,.2,4,42.304587995,4.317262262,Angle25_North_shade_depth.2_East_shade_depth.1_South_shade_depth.1_West_shade_depth.2_shade_count4.png
45,.2,.1,.1,.2,4,42.056070572,4.364120165,Angle45_North_shade_depth.2_East_shade_depth.1_South_shade_depth.1_West_shade_depth.2_shade_count4.png
65,.2,.1,.1,.2,4,42.14385446,4.367375065,Angle65_North_shade_depth.2_East_shade_depth.1_South_shade_depth.1_West_shade_depth.2_shade_count4.png
0,.3,.1,.1,.2,4,42.963226114,4.213731471,Angle0_North_shade_depth.3_East_shade_depth.1_South_shade_depth.1_West_shade_depth.2_shade_count4.png
25,.3,.1,.1,.2,4,42.237838696,4.322300095,Angle25_North_shade_depth.3_East_shade_depth.1_South_shade_depth.1_West_shade_depth.2_shade_count4.png
45,.3,.1,.1,.2,4,41.972571089,4.371318447,Angle45_North_shade_depth.3_East_shade_depth.1_South_shade_depth.1_West_shade_depth.2_shade_count4.png
65,.3,.1,.1,.2,4,42.049959772,4.375862524,Angle65_North_shade_depth.3_East_shade_depth.1_South_shade_depth.1_West_shade_depth.2_shade_count4.png
0,.4,.1,.1,.2,4,42.935285569,4.215198484,Angle0_North_shade_depth.4_East_shade_depth.1_South_shade_depth.1_West_shade_depth.2_shade_count4.png
25,.4,.1,.1,.2,4,42.188363274,4.326571796,Angle25_North_shade_depth.4_East_shade_depth.1_South_shade_depth.1_West_shade_depth.2_shade_count4.png
45,.4,.1,.1,.2,4,41.9310098,4.375308231,Angle45_North_shade_depth.4_East_shade_depth.1_South_shade_depth.1_West_shade_depth.2_shade_count4.png
65,.4,.1,.1,.2,4,42.038986742,4.376381507,Angle65_North_shade_depth.4_East_shade_depth.1_South_shade_depth.1_West_shade_depth.2_shade_count4.png
0,.1,.2,.1,.2,4,42.717049756,4.244173255,Angle0_North_shade_depth.1_East_shade_depth.2_South_shade_depth.1_West_shade_depth.2_shade_count4.png
25,.1,.2,.1,.2,4,41.964748343,4.366153842,Angle25_North_shade_depth.1_East_shade_depth.2_South_shade_depth.1_West_shade_depth.2_shade_count4.png
45,.1,.2,.1,.2,4,41.682969591,4.421716108,Angle45_North_shade_depth.1_East_shade_depth.2_South_shade_depth.1_West_shade_depth.2_shade_count4.png
65,.1,.2,.1,.2,4,41.735570545,4.428441699,Angle65_North_shade_depth.1_East_shade_depth.2_South_shade_depth.1_West_shade_depth.2_shade_count4.png
0,.2,.2,.1,.2,4,42.659981576,4.246518469,Angle0_North_shade_depth.2_East_shade_depth.2_South_shade_depth.1_West_shade_depth.2_shade_count4.png
25,.2,.2,.1,.2,4,41.869676627,4.372272375,Angle25_North_shade_depth.2_East_shade_depth.2_South_shade_depth.1_West_shade_depth.2_shade_count4.png
45,.2,.2,.1,.2,4,41.56208371,4.430377978,Angle45_North_shade_depth.2_East_shade_depth.2_South_shade_depth.1_West_shade_depth.2_shade_count4.png
65,.2,.2,.1,.2,4,41.595132915,4.438813221,Angle65_North_shade_depth.2_East_shade_depth.2_South_shade_depth.1_West_shade_depth.2_shade_count4.png
0,.3,.2,.1,.2,4,42.624834135,4.24832849,Angle0_North_shade_depth.3_East_shade_depth.2_South_shade_depth.1_West_shade_depth.2_shade_count4.png
25,.3,.2,.1,.2,4,41.802534487,4.377534435,Angle25_North_shade_depth.3_East_shade_depth.2_South_shade_depth.1_West_shade_depth.2_shade_count4.png
45,.3,.2,.1,.2,4,41.478113581,4.437875937,Angle45_North_shade_depth.3_East_shade_depth.2_South_shade_depth.1_West_shade_depth.2_shade_count4.png
65,.3,.2,.1,.2,4,41.500692159,4.447668857,Angle65_North_shade_depth.3_East_shade_depth.2_South_shade_depth.1_West_shade_depth.2_shade_count4.png
0,.4,.2,.1,.2,4,42.596717184,4.249882098,Angle0_North_shade_depth.4_East_shade_depth.2_South_shade_depth.1_West_shade_depth.2_shade_count4.png
25,.4,.2,.1,.2,4,41.75288029,4.381970371,Angle25_North_shade_depth.4_East_shade_depth.2_South_shade_depth.1_West_shade_depth.2_shade_count4.png
45,.4,.2,.1,.2,4,41.436310192,4.442003463,Angle45_North_shade_depth.4_East_shade_depth.2_South_shade_depth.1_West_shade_depth.2_shade_count4.png
65,.4,.2,.1,.2,4,41.489659963,4.448219111,Angle65_North_shade_depth.4_East_shade_depth.2_South_shade_depth.1_West_shade_depth.2_shade_count4.png
0,.1,.3,.1,.2,4,42.518180595,4.271726435,Angle0_North_shade_depth.1_East_shade_depth.3_South_shade_depth.1_West_shade_depth.2_shade_count4.png
25,.1,.3,.1,.2,4,41.755721604,4.401361482,Angle25_North_shade_depth.1_East_shade_depth.3_South_shade_depth.1_West_shade_depth.2_shade_count4.png
45,.1,.3,.1,.2,4,41.480750639,4.457932659,Angle45_North_shade_depth.1_East_shade_depth.3_South_shade_depth.1_West_shade_depth.2_shade_count4.png
65,.1,.3,.1,.2,4,41.507207297,4.468949989,Angle65_North_shade_depth.1_East_shade_depth.3_South_shade_depth.1_West_shade_depth.2_shade_count4.png
0,.2,.3,.1,.2,4,42.460894584,4.274161237,Angle0_North_shade_depth.2_East_shade_depth.3_South_shade_depth.1_West_shade_depth.2_shade_count4.png
25,.2,.3,.1,.2,4,41.660292502,4.40762666,Angle25_North_shade_depth.2_East_shade_depth.3_South_shade_depth.1_West_shade_depth.2_shade_count4.png
45,.2,.3,.1,.2,4,41.359398649,4.466794197,Angle45_North_shade_depth.2_East_shade_depth.3_South_shade_depth.1_West_shade_depth.2_shade_count4.png
65,.2,.3,.1,.2,4,41.366192969,4.479577485,Angle65_North_shade_depth.2_East_shade_depth.3_South_shade_depth.1_West_shade_depth.2_shade_count4.png
0,.3,.3,.1,.2,4,42.425616557,4.276026916,Angle0_North_shade_depth.3_East_shade_depth.3_South_shade_depth.1_West_shade_depth.2_shade_count4.png
25,.3,.3,.1,.2,4,41.592912009,4.413008916,Angle25_North_shade_depth.3_East_shade_depth.3_South_shade_depth.1_West_shade_depth.2_shade_count4.png
45,.3,.3,.1,.2,4,41.275234932,4.474439456,Angle45_North_shade_depth.3_East_shade_depth.3_South_shade_depth.1_West_shade_depth.2_shade_count4.png
65,.3,.3,.1,.2,4,41.271466044,4.488637646,Angle65_North_shade_depth.3_East_shade_depth.3_South_shade_depth.1_West_shade_depth.2_shade_count4.png
0,.4,.3,.1,.2,4,42.397385917,4.277620591,Angle0_North_shade_depth.4_East_shade_depth.3_South_shade_depth.1_West_shade_depth.2_shade_count4.png
25,.4,.3,.1,.2,4,41.543145,4.41753012,Angle25_North_shade_depth.4_East_shade_depth.3_South_shade_depth.1_West_shade_depth.2_shade_count4.png
45,.4,.3,.1,.2,4,41.233349441,4.478638629,Angle45_North_shade_depth.4_East_shade_depth.3_South_shade_depth.1_West_shade_depth.2_shade_count4.png
65,.4,.3,.1,.2,4,41.260406054,4.489203956,Angle65_North_shade_depth.4_East_shade_depth.3_South_shade_depth.1_West_shade_depth.2_shade_count4.png
0,.1,.4,.1,.2,4,42.405778476,4.288506714,Angle0_North_shade_depth.1_East_shade_depth.4_South_shade_depth.1_West_shade_depth.2_shade_count4.png
25,.1,.4,.1,.2,4,41.66525252,4.418000556,Angle25_North_shade_depth.1_East_shade_depth.4_South_shade_depth.1_West_shade_depth.2_shade_count4.png
45,.1,.4,.1,.2,4,41.424821847,4.466448086,Angle45_North_shade_depth.1_East_shade_depth.4_South_shade_depth.1_West_shade_depth.2_shade_count4.png
65,.1,.4,.1,.2,4,41.487690302,4.470668864,Angle65_North_shade_depth.1_East_shade_depth.4_South_shade_depth.1_West_shade_depth.2_shade_count4.png
0,.2,.4,.1,.2,4,42.348350299,4.290970736,Angle0_North_shade_depth.2_East_shade_depth.4_South_shade_depth.1_West_shade_depth.2_shade_count4.png
25,.2,.4,.1,.2,4,41.569686709,4.424328283,Angle25_North_shade_depth.2_East_shade_depth.4_South_shade_depth.1_West_shade_depth.2_shade_count4.png
45,.2,.4,.1,.2,4,41.303404806,4.475361282,Angle45_North_shade_depth.2_East_shade_depth.4_South_shade_depth.1_West_shade_depth.2_shade_count4.png
65,.2,.4,.1,.2,4,41.346655247,4.481317462,Angle65_North_shade_depth.2_East_shade_depth.4_South_shade_depth.1_West_shade_depth.2_shade_count4.png
0,.3,.4,.1,.2,4,42.31299343,4.292861513,Angle0_North_shade_depth.3_East_shade_depth.4_South_shade_depth.1_West_shade_depth.2_shade_count4.png
25,.3,.4,.1,.2,4,41.502210459,4.429761963,Angle25_North_shade_depth.3_East_shade_depth.4_South_shade_depth.1_West_shade_depth.2_shade_count4.png
45,.3,.4,.1,.2,4,41.219193973,4.483047078,Angle45_North_shade_depth.3_East_shade_depth.4_South_shade_depth.1_West_shade_depth.2_shade_count4.png
65,.3,.4,.1,.2,4,41.251904213,4.490387584,Angle65_North_shade_depth.3_East_shade_depth.4_South_shade_depth.1_West_shade_depth.2_shade_count4.png
0,.4,.4,.1,.2,4,42.284630364,4.294478009,Angle0_North_shade_depth.4_East_shade_depth.4_South_shade_depth.1_West_shade_depth.2_shade_count4.png
25,.4,.4,.1,.2,4,41.452408689,4.434324718,Angle25_North_shade_depth.4_East_shade_depth.4_South_shade_depth.1_West_shade_depth.2_shade_count4.png
45,.4,.4,.1,.2,4,41.177284015,4.487266612,Angle45_North_shade_depth.4_East_shade_depth.4_South_shade_depth.1_West_shade_depth.2_shade_count4.png
65,.4,.4,.1,.2,4,41.240843428,4.490953488,Angle65_North_shade_depth.4_East_shade_depth.4_South_shade_depth.1_West_shade_depth.2_shade_count4.png
0,.1,.1,.2,.2,4,42.718527913,4.303850676,Angle0_North_shade_depth.1_East_shade_depth.1_South_shade_depth.2_West_shade_depth.2_shade_count4.png
25,.1,.1,.2,.2,4,42.022259926,4.467551812,Angle25_North_shade_depth.1_East_shade_depth.1_South_shade_depth.2_West_shade_depth.2_shade_count4.png
45,.1,.1,.2,.2,4,41.755997381,4.542200845,Angle45_North_shade_depth.1_East_shade_depth.1_South_shade_depth.2_West_shade_depth.2_shade_count4.png
65,.1,.1,.2,.2,4,41.776898489,4.546129262,Angle65_North_shade_depth.1_East_shade_depth.1_South_shade_depth.2_West_shade_depth.2_shade_count4.png
0,.2,.1,.2,.2,4,42.661797208,4.306031021,Angle0_North_shade_depth.2_East_shade_depth.1_South_shade_depth.2_West_shade_depth.2_shade_count4.png
25,.2,.1,.2,.2,4,41.927819463,4.473344764,Angle25_North_shade_depth.2_East_shade_depth.1_South_shade_depth.2_West_shade_depth.2_shade_count4.png
45,.2,.1,.2,.2,4,41.635899701,4.550427318,Angle45_North_shade_depth.2_East_shade_depth.1_South_shade_depth.2_West_shade_depth.2_shade_count4.png
65,.2,.1,.2,.2,4,41.637458931,4.555916918,Angle65_North_shade_depth.2_East_shade_depth.1_South_shade_depth.2_West_shade_depth.2_shade_count4.png
0,.3,.1,.2,.2,4,42.62685563,4.307728761,Angle0_North_shade_depth.3_East_shade_depth.1_South_shade_depth.2_West_shade_depth.2_shade_count4.png
25,.3,.1,.2,.2,4,41.861070576,4.478384877,Angle25_North_shade_depth.3_East_shade_depth.1_South_shade_depth.2_West_shade_depth.2_shade_count4.png
45,.3,.1,.2,.2,4,41.552417858,4.557617482,Angle45_North_shade_depth.3_East_shade_depth.1_South_shade_depth.2_West_shade_depth.2_shade_count4.png
65,.3,.1,.2,.2,4,41.543568199,4.564401926,Angle65_North_shade_depth.3_East_shade_depth.1_South_shade_depth.2_West_shade_depth.2_shade_count4.png
0,.4,.1,.2,.2,4,42.598915039,4.309197355,Angle0_North_shade_depth.4_East_shade_depth.1_South_shade_depth.2_West_shade_depth.2_shade_count4.png
25,.4,.1,.2,.2,4,41.811595344,4.482655737,Angle25_North_shade_depth.4_East_shade_depth.1_South_shade_depth.2_West_shade_depth.2_shade_count4.png
45,.4,.1,.2,.2,4,41.510856623,4.56160762,Angle45_North_shade_depth.4_East_shade_depth.1_South_shade_depth.2_West_shade_depth.2_shade_count4.png
65,.4,.1,.2,.2,4,41.53259527,4.564920636,Angle65_North_shade_depth.4_East_shade_depth.1_South_shade_depth.2_West_shade_depth.2_shade_count4.png
0,.1,.2,.2,.2,4,42.381343346,4.340674826,Angle0_North_shade_depth.1_East_shade_depth.2_South_shade_depth.2_West_shade_depth.2_shade_count4.png
25,.1,.2,.2,.2,4,41.58871833,4.527173612,Angle25_North_shade_depth.1_East_shade_depth.2_South_shade_depth.2_West_shade_depth.2_shade_count4.png
45,.1,.2,.2,.2,4,41.263501629,4.614354982,Angle45_North_shade_depth.1_East_shade_depth.2_South_shade_depth.2_West_shade_depth.2_shade_count4.png
65,.1,.2,.2,.2,4,41.230243606,4.624053494,Angle65_North_shade_depth.1_East_shade_depth.2_South_shade_depth.2_West_shade_depth.2_shade_count4.png
0,.2,.2,.2,.2,4,42.324275479,4.343016129,Angle0_North_shade_depth.2_East_shade_depth.2_South_shade_depth.2_West_shade_depth.2_shade_count4.png
25,.2,.2,.2,.2,4,41.49364656,4.533287492,Angle25_North_shade_depth.2_East_shade_depth.2_South_shade_depth.2_West_shade_depth.2_shade_count4.png
45,.2,.2,.2,.2,4,41.142581693,4.623018461,Angle45_North_shade_depth.2_East_shade_depth.2_South_shade_depth.2_West_shade_depth.2_shade_count4.png
65,.2,.2,.2,.2,4,41.089773763,4.634426924,Angle65_North_shade_depth.2_East_shade_depth.2_South_shade_depth.2_West_shade_depth.2_shade_count4.png
0,.3,.2,.2,.2,4,42.289127757,4.344824846,Angle0_North_shade_depth.3_East_shade_depth.2_South_shade_depth.2_West_shade_depth.2_shade_count4.png
25,.3,.2,.2,.2,4,41.426469944,4.538551794,Angle25_North_shade_depth.3_East_shade_depth.2_South_shade_depth.2_West_shade_depth.2_shade_count4.png
45,.3,.2,.2,.2,4,41.058632282,4.630516691,Angle45_North_shade_depth.3_East_shade_depth.2_South_shade_depth.2_West_shade_depth.2_shade_count4.png
65,.3,.2,.2,.2,4,40.995335046,4.643283176,Angle65_North_shade_depth.3_East_shade_depth.2_South_shade_depth.2_West_shade_depth.2_shade_count4.png
0,.4,.2,.2,.2,4,42.261011174,4.346375478,Angle0_North_shade_depth.4_East_shade_depth.2_South_shade_depth.2_West_shade_depth.2_shade_count4.png
25,.4,.2,.2,.2,4,41.37681578,4.542986243,Angle25_North_shade_depth.4_East_shade_depth.2_South_shade_depth.2_West_shade_depth.2_shade_count4.png
45,.4,.2,.2,.2,4,41.016832301,4.634645847,Angle45_North_shade_depth.4_East_shade_depth.2_South_shade_depth.2_West_shade_depth.2_shade_count4.png
65,.4,.2,.2,.2,4,40.984302763,4.643830613,Angle65_North_shade_depth.4_East_shade_depth.2_South_shade_depth.2_West_shade_depth.2_shade_count4.png
0,.1,.3,.2,.2,4,42.182816697,4.369851894,Angle0_North_shade_depth.1_East_shade_depth.3_South_shade_depth.2_West_shade_depth.2_shade_count4.png
25,.1,.3,.2,.2,4,41.380033952,4.564880298,Angle25_North_shade_depth.1_East_shade_depth.3_South_shade_depth.2_West_shade_depth.2_shade_count4.png
45,.1,.3,.2,.2,4,41.061663887,4.653315347,Angle45_North_shade_depth.1_East_shade_depth.3_South_shade_depth.2_West_shade_depth.2_shade_count4.png
65,.1,.3,.2,.2,4,41.002325195,4.667797666,Angle65_North_shade_depth.1_East_shade_depth.3_South_shade_depth.2_West_shade_depth.2_shade_count4.png
0,.2,.3,.2,.2,4,42.125531552,4.372282322,Angle0_North_shade_depth.2_East_shade_depth.3_South_shade_depth.2_West_shade_depth.2_shade_count4.png
25,.2,.3,.2,.2,4,41.28460482,4.571148168,Angle25_North_shade_depth.2_East_shade_depth.3_South_shade_depth.2_West_shade_depth.2_shade_count4.png
45,.2,.3,.2,.2,4,40.940312386,4.662180464,Angle45_North_shade_depth.2_East_shade_depth.3_South_shade_depth.2_West_shade_depth.2_shade_count4.png
65,.2,.3,.2,.2,4,40.861314083,4.678424868,Angle65_North_shade_depth.2_East_shade_depth.3_South_shade_depth.2_West_shade_depth.2_shade_count4.png
0,.3,.3,.2,.2,4,42.09028566,4.374146717,Angle0_North_shade_depth.3_East_shade_depth.3_South_shade_depth.2_West_shade_depth.2_shade_count4.png
25,.3,.3,.2,.2,4,41.21722438,4.576529413,Angle25_North_shade_depth.3_East_shade_depth.3_South_shade_depth.2_West_shade_depth.2_shade_count4.png
45,.3,.3,.2,.2,4,40.856167424,4.669826733,Angle45_North_shade_depth.3_East_shade_depth.3_South_shade_depth.2_West_shade_depth.2_shade_count4.png
65,.3,.3,.2,.2,4,40.766589085,4.687486283,Angle65_North_shade_depth.3_East_shade_depth.3_South_shade_depth.2_West_shade_depth.2_shade_count4.png
0,.4,.3,.2,.2,4,42.062055152,4.375737981,Angle0_North_shade_depth.4_East_shade_depth.3_South_shade_depth.2_West_shade_depth.2_shade_count4.png
25,.4,.3,.2,.2,4,41.167457457,4.581050421,Angle25_North_shade_depth.4_East_shade_depth.3_South_shade_depth.2_West_shade_depth.2_shade_count4.png
45,.4,.3,.2,.2,4,40.814282895,4.674022698,Angle45_North_shade_depth.4_East_shade_depth.3_South_shade_depth.2_West_shade_depth.2_shade_count4.png
65,.4,.3,.2,.2,4,40.755528973,4.688052742,Angle65_North_shade_depth.4_East_shade_depth.3_South_shade_depth.2_West_shade_depth.2_shade_count4.png
0,.1,.4,.2,.2,4,42.070816794,4.387536524,Angle0_North_shade_depth.1_East_shade_depth.4_South_shade_depth.2_West_shade_depth.2_shade_count4.png
25,.1,.4,.2,.2,4,41.289764898,4.582547884,Angle25_North_shade_depth.1_East_shade_depth.4_South_shade_depth.2_West_shade_depth.2_shade_count4.png
45,.1,.4,.2,.2,4,41.00581248,4.662599816,Angle45_North_shade_depth.1_East_shade_depth.4_South_shade_depth.2_West_shade_depth.2_shade_count4.png
65,.1,.4,.2,.2,4,40.982832025,4.66975616,Angle65_North_shade_depth.1_East_shade_depth.4_South_shade_depth.2_West_shade_depth.2_shade_count4.png
0,.2,.4,.2,.2,4,42.013388526,4.38999445,Angle0_North_shade_depth.2_East_shade_depth.4_South_shade_depth.2_West_shade_depth.2_shade_count4.png
25,.2,.4,.2,.2,4,41.194199097,4.588876812,Angle25_North_shade_depth.2_East_shade_depth.4_South_shade_depth.2_West_shade_depth.2_shade_count4.png
45,.2,.4,.2,.2,4,40.884397469,4.67151758,Angle45_North_shade_depth.2_East_shade_depth.4_South_shade_depth.2_West_shade_depth.2_shade_count4.png
65,.2,.4,.2,.2,4,40.841800852,4.680406884,Angle65_North_shade_depth.2_East_shade_depth.4_South_shade_depth.2_West_shade_depth.2_shade_count4.png
0,.3,.4,.2,.2,4,41.978031359,4.391884717,Angle0_North_shade_depth.3_East_shade_depth.4_South_shade_depth.2_West_shade_depth.2_shade_count4.png
25,.3,.4,.2,.2,4,41.126722873,4.594307176,Angle25_North_shade_depth.3_East_shade_depth.4_South_shade_depth.2_West_shade_depth.2_shade_count4.png
45,.3,.4,.2,.2,4,40.800203325,4.679202052,Angle45_North_shade_depth.3_East_shade_depth.4_South_shade_depth.2_West_shade_depth.2_shade_count4.png
65,.3,.4,.2,.2,4,40.747051405,4.689478179,Angle65_North_shade_depth.3_East_shade_depth.4_South_shade_depth.2_West_shade_depth.2_shade_count4.png
0,.4,.4,.2,.2,4,41.949669069,4.393500469,Angle0_North_shade_depth.4_East_shade_depth.4_South_shade_depth.2_West_shade_depth.2_shade_count4.png
25,.4,.4,.2,.2,4,41.076921155,4.59887153,Angle25_North_shade_depth.4_East_shade_depth.4_South_shade_depth.2_West_shade_depth.2_shade_count4.png
45,.4,.4,.2,.2,4,40.758294946,4.683418046,Angle45_North_shade_depth.4_East_shade_depth.4_South_shade_depth.2_West_shade_depth.2_shade_count4.png
65,.4,.4,.2,.2,4,40.73599051,4.690043889,Angle65_North_shade_depth.4_East_shade_depth.4_South_shade_depth.2_West_shade_depth.2_shade_count4.png
0,.1,.1,.3,.2,4,42.587400903,4.404298172,Angle0_North_shade_depth.1_East_shade_depth.1_South_shade_depth.3_West_shade_depth.2_shade_count4.png
25,.1,.1,.3,.2,4,41.917290833,4.590794874,Angle25_North_shade_depth.1_East_shade_depth.1_South_shade_depth.3_West_shade_depth.2_shade_count4.png
45,.1,.1,.3,.2,4,41.643883951,4.641928133,Angle45_North_shade_depth.1_East_shade_depth.1_South_shade_depth.3_West_shade_depth.2_shade_count4.png
65,.1,.1,.3,.2,4,41.638484103,4.653844657,Angle65_North_shade_depth.1_East_shade_depth.1_South_shade_depth.3_West_shade_depth.2_shade_count4.png
0,.2,.1,.3,.2,4,42.53067009,4.406477861,Angle0_North_shade_depth.2_East_shade_depth.1_South_shade_depth.3_West_shade_depth.2_shade_count4.png
25,.2,.1,.3,.2,4,41.822850371,4.596588292,Angle25_North_shade_depth.2_East_shade_depth.1_South_shade_depth.3_West_shade_depth.2_shade_count4.png
45,.2,.1,.3,.2,4,41.52378933,4.650151967,Angle45_North_shade_depth.2_East_shade_depth.1_South_shade_depth.3_West_shade_depth.2_shade_count4.png
65,.2,.1,.3,.2,4,41.49899891,4.6636418,Angle65_North_shade_depth.2_East_shade_depth.1_South_shade_depth.3_West_shade_depth.2_shade_count4.png
0,.3,.1,.3,.2,4,42.495728552,4.40817652,Angle0_North_shade_depth.3_East_shade_depth.1_South_shade_depth.3_West_shade_depth.2_shade_count4.png
25,.3,.1,.3,.2,4,41.75610146,4.601627383,Angle25_North_shade_depth.3_East_shade_depth.1_South_shade_depth.3_West_shade_depth.2_shade_count4.png
45,.3,.1,.3,.2,4,41.440298465,4.657338859,Angle45_North_shade_depth.3_East_shade_depth.1_South_shade_depth.3_West_shade_depth.2_shade_count4.png
65,.3,.1,.3,.2,4,41.405136353,4.672123847,Angle65_North_shade_depth.3_East_shade_depth.1_South_shade_depth.3_West_shade_depth.2_shade_count4.png
0,.4,.1,.3,.2,4,42.46778796,4.409642465,Angle0_North_shade_depth.4_East_shade_depth.1_South_shade_depth.3_West_shade_depth.2_shade_count4.png
25,.4,.1,.3,.2,4,41.706626247,4.605894926,Angle25_North_shade_depth.4_East_shade_depth.1_South_shade_depth.3_West_shade_depth.2_shade_count4.png
45,.4,.1,.3,.2,4,41.398737365,4.661327599,Angle45_North_shade_depth.4_East_shade_depth.1_South_shade_depth.3_West_shade_depth.2_shade_count4.png
65,.4,.1,.3,.2,4,41.394163476,4.672642665,Angle65_North_shade_depth.4_East_shade_depth.1_South_shade_depth.3_West_shade_depth.2_shade_count4.png
0,.1,.2,.3,.2,4,42.250389319,4.443604961,Angle0_North_shade_depth.1_East_shade_depth.2_South_shade_depth.3_West_shade_depth.2_shade_count4.png
25,.1,.2,.3,.2,4,41.483722835,4.652848709,Angle25_North_shade_depth.1_East_shade_depth.2_South_shade_depth.3_West_shade_depth.2_shade_count4.png
45,.1,.2,.3,.2,4,41.151428323,4.716381153,Angle45_North_shade_depth.1_East_shade_depth.2_South_shade_depth.3_West_shade_depth.2_shade_count4.png
65,.1,.2,.3,.2,4,41.091834833,4.734693086,Angle65_North_shade_depth.1_East_shade_depth.2_South_shade_depth.3_West_shade_depth.2_shade_count4.png
0,.2,.2,.3,.2,4,42.193322116,4.445944317,Angle0_North_shade_depth.2_East_shade_depth.2_South_shade_depth.3_West_shade_depth.2_shade_count4.png
25,.2,.2,.3,.2,4,41.388614239,4.658954302,Angle25_North_shade_depth.2_East_shade_depth.2_South_shade_depth.3_West_shade_depth.2_shade_count4.png
45,.2,.2,.3,.2,4,41.030511759,4.72503329,Angle45_North_shade_depth.2_East_shade_depth.2_South_shade_depth.3_West_shade_depth.2_shade_count4.png
65,.2,.2,.3,.2,4,40.951368041,4.745072453,Angle65_North_shade_depth.2_East_shade_depth.2_South_shade_depth.3_West_shade_depth.2_shade_count4.png
0,.3,.2,.3,.2,4,42.158174184,4.447757946,Angle0_North_shade_depth.3_East_shade_depth.2_South_shade_depth.3_West_shade_depth.2_shade_count4.png
25,.3,.2,.3,.2,4,41.321438418,4.664218514,Angle25_North_shade_depth.3_East_shade_depth.2_South_shade_depth.3_West_shade_depth.2_shade_count4.png
45,.3,.2,.3,.2,4,40.946570827,4.732534683,Angle45_North_shade_depth.3_East_shade_depth.2_South_shade_depth.3_West_shade_depth.2_shade_count4.png
65,.3,.2,.3,.2,4,40.856928292,4.753931624,Angle65_North_shade_depth.3_East_shade_depth.2_South_shade_depth.3_West_shade_depth.2_shade_count4.png
